"Date","Ticker","Name","Industry","buy/sell(mil shares)","buy/sell(mil $)","total outstandings(mil shares)","percent","quarter","aaa"
"2023-03-31","STC","Stewart Information Services Corp","Financials",0.1,3,27,0.4,"1Q23",3
"2023-03-31","TDS","Telephone and Data Systems Inc","Communication Services",0.3,3,105,0.3,"1Q23",3
"2023-03-31","TRN","Trinity Industries Inc","Industrials",0.1,3,81,0.1,"1Q23",3
"2023-03-31","AL","Air Lease Corp","Industrials",0.1,2.9,111,0.1,"1Q23",2.9
"2023-03-31","DH","Definitive Healthcare Corp","Health Care",0.2,2.9,154,0.1,"1Q23",2.9
"2023-03-31","FRO","Frontline Plc","Energy",0.2,2.9,223,0.1,"1Q23",2.9
"2023-03-31","NOGN","Nogin Inc","Consumer Discretionary",0.2,2.9,3,6.7,"1Q23",2.9
"2023-03-31","PKE","Park Aerospace Corp","Industrials",0.2,2.9,20,1,"1Q23",2.9
"2023-03-31","ROCK","Gibraltar Industries Inc","Industrials",0.1,2.9,31,0.3,"1Q23",2.9
"2023-03-31","TSE","Trinseo PLC","Materials",0.1,2.9,35,0.3,"1Q23",2.9
"2023-03-31","VRNA","Verona Pharma PLC","Health Care",0.1,2.9,79,0.1,"1Q23",2.9
"2023-03-31","GTN","Gray Television Inc","Communication Services",0.2,2.8,93,0.2,"1Q23",2.8
"2023-03-31","INMD","Inmode Ltd","Health Care",0.1,2.8,83,0.1,"1Q23",2.8
"2023-03-31","MD","Pediatrix Medical Group Inc","Health Care",0.2,2.8,84,0.2,"1Q23",2.8
"2023-03-31","VVX","V2X Inc","Industrials",0.1,2.8,31,0.3,"1Q23",2.8
"2023-03-31","PCVX","Vaxcyte Inc","Health Care",0.1,2.7,81,0.1,"1Q23",2.7
"2023-03-31","TTMI","TTM Technologies Inc","Information Technology",0.2,2.7,103,0.2,"1Q23",2.7
"2023-03-31","AUPH","Aurinia Pharmaceuticals Inc","Health Care",0.3,2.6,143,0.2,"1Q23",2.6
"2023-03-31","B","Barnes Group Inc","Industrials",0.1,2.6,51,0.2,"1Q23",2.6
"2023-03-31","PRM","Perimeter Solutions SA","Materials",0.3,2.6,159,0.2,"1Q23",2.6
"2023-03-31","PTON","Peloton Interactive Inc","Consumer Discretionary",0.2,2.6,354,0.1,"1Q23",2.6
"2023-03-31","SAVA","Cassava Sciences Inc","Health Care",0.1,2.6,42,0.2,"1Q23",2.6
"2023-03-31","ALLO","Allogene Therapeutics Inc","Health Care",0.4,2.5,146,0.3,"1Q23",2.5
"2023-03-31","ATRO","Astronics Corp","Industrials",0.2,2.5,32,0.6,"1Q23",2.5
"2023-03-31","DNLI","Denali Therapeutics Inc","Health Care",0.1,2.5,137,0.1,"1Q23",2.5
"2023-03-31","KOP","Koppers Holdings Inc","Materials",0.1,2.5,21,0.5,"1Q23",2.5
"2023-03-31","OCFC","OceanFirst Financial Corp","Financials",0.1,2.4,59,0.2,"1Q23",2.4
"2023-03-31","PUMP","ProPetro Holding Corp","Energy",0.3,2.4,115,0.3,"1Q23",2.4
"2023-03-31","TGH","Textainer Group Holdings Ltd","Industrials",0.1,2.4,42,0.2,"1Q23",2.4
"2023-03-31","BMBL","Bumble Inc","Communication Services",0.1,2.3,138,0.1,"1Q23",2.3
"2023-03-31","BZH","Beazer Homes USA Inc","Consumer Discretionary",0.2,2.3,31,0.6,"1Q23",2.3
"2023-03-31","EVER","EverQuote Inc","Communication Services",0.2,2.3,33,0.6,"1Q23",2.3
"2023-03-31","FSTR","L B Foster Co","Industrials",0.2,2.3,11,1.8,"1Q23",2.3
"2023-03-31","HMN","Horace Mann Educators Corp","Financials",0.1,2.3,41,0.2,"1Q23",2.3
"2023-03-31","ORN","Orion Group Holdings Inc","Industrials",0.8,2.3,32,2.5,"1Q23",2.3
"2023-03-31","RARE","Ultragenyx Pharmaceutical Inc","Health Care",0.1,2.3,70,0.1,"1Q23",2.3
"2023-03-31","RLAY","Relay Therapeutics Inc","Health Care",0.1,2.3,121,0.1,"1Q23",2.3
"2023-03-31","ASLE","AerSale Corp","Industrials",0.1,2.2,51,0.2,"1Q23",2.2
"2023-03-31","ATRC","AtriCure Inc","Health Care",0.1,2.2,47,0.2,"1Q23",2.2
"2023-03-31","EAF","GrafTech International Ltd","Industrials",0.4,2.2,257,0.2,"1Q23",2.2
"2023-03-31","GTES","Gates Industrial Corporation PLC","Industrials",0.2,2.2,283,0.1,"1Q23",2.2
"2023-03-31","ICHR","Ichor Holdings Ltd","Information Technology",0.1,2.2,29,0.3,"1Q23",2.2
"2023-03-31","IPI","Intrepid Potash Inc","Materials",0.1,2.2,13,0.8,"1Q23",2.2
"2023-03-31","STEP","StepStone Group Inc","Financials",0.1,2.2,109,0.1,"1Q23",2.2
"2023-03-31","UFI","Unifi Inc","Consumer Discretionary",0.3,2.2,18,1.7,"1Q23",2.2
"2023-03-31","CNOB","ConnectOne Bancorp Inc","Financials",0.1,2.1,39,0.3,"1Q23",2.1
"2023-03-31","KSS","Kohls Corp","Consumer Discretionary",0.1,2.1,111,0.1,"1Q23",2.1
"2023-03-31","PDCO","Patterson Companies Inc","Health Care",0.1,2.1,98,0.1,"1Q23",2.1
"2023-03-31","SM","SM Energy Co","Energy",0.1,2.1,121,0.1,"1Q23",2.1
"2023-03-31","ZUMZ","Zumiez Inc","Consumer Discretionary",0.1,2.1,20,0.5,"1Q23",2.1
"2023-03-31","CHCT","Community Healthcare Trust Inc","Real Estate",0.1,2,26,0.4,"1Q23",2
"2023-03-31","DRQ","Dril-Quip Inc","Energy",0.1,2,34,0.3,"1Q23",2
"2023-03-31","MLKN","MillerKnoll Inc","Industrials",0.1,2,76,0.1,"1Q23",2
"2023-03-31","BBIO","BridgeBio Pharma Inc","Health Care",0.2,1.9,160,0.1,"1Q23",1.9
"2023-03-31","CCRN","Cross Country Healthcare Inc","Health Care",0.1,1.9,36,0.3,"1Q23",1.9
"2023-03-31","CMTL","Comtech Telecommunications Corp","Information Technology",0.1,1.9,28,0.4,"1Q23",1.9
"2023-03-31","LXP","LXP Industrial Trust","Real Estate",0.2,1.9,293,0.1,"1Q23",1.9
"2023-03-31","OPEN","Opendoor Technologies Inc","Real Estate",1.1,1.9,648,0.2,"1Q23",1.9
"2023-03-31","SIX","Six Flags Entertainment Corp","Consumer Discretionary",0.1,1.9,83,0.1,"1Q23",1.9
"2023-03-31","APPS","Digital Turbine Inc","Information Technology",0.1,1.8,99,0.1,"1Q23",1.8
"2023-03-31","KRNY","Kearny Financial Corp","Financials",0.2,1.8,67,0.3,"1Q23",1.8
"2023-03-31","PFC","Premier Financial Corp (OHIO)","Financials",0.1,1.8,36,0.3,"1Q23",1.8
"2023-03-31","VCTR","Victory Capital Holdings Inc","Financials",0.1,1.8,67,0.1,"1Q23",1.8
"2023-03-31","VZIO","Vizio Holding Corp","Consumer Discretionary",0.2,1.8,195,0.1,"1Q23",1.8
"2023-03-31","ETRN","Equitrans Midstream Corp","Energy",0.3,1.7,434,0.1,"1Q23",1.7
"2023-03-31","LBRT","Liberty Energy Inc","Energy",0.1,1.7,175,0.1,"1Q23",1.7
"2023-03-31","CPLP","Capital Product Partners LP","Industrials",0.1,1.6,20,0.5,"1Q23",1.6
"2023-03-31","CPRX","Catalyst Pharmaceuticals Inc","Health Care",0.1,1.6,106,0.1,"1Q23",1.6
"2023-03-31","DHT","DHT Holdings Inc","Energy",0.2,1.6,163,0.1,"1Q23",1.6
"2023-03-31","DOCN","DigitalOcean Holdings Inc","Information Technology",0.1,1.6,90,0.1,"1Q23",1.6
"2023-03-31","EVBG","Everbridge Inc","Information Technology",0.1,1.6,40,0.2,"1Q23",1.6
"2023-03-31","GDRX","GoodRx Holdings Inc","Health Care",0.3,1.6,398,0.1,"1Q23",1.6
"2023-03-31","HAFC","Hanmi Financial Corp","Financials",0.1,1.6,31,0.3,"1Q23",1.6
"2023-03-31","NX","Quanex Building Products Corp","Industrials",0.1,1.6,33,0.3,"1Q23",1.6
"2023-03-31","SLCA","US Silica Holdings Inc","Energy",0.1,1.6,77,0.1,"1Q23",1.6
"2023-03-31","SWIM","Latham Group Inc","Consumer Discretionary",0.5,1.6,115,0.4,"1Q23",1.6
"2023-03-31","TARO","Taro Pharmaceutical Industries Ltd","Health Care",0.1,1.6,38,0.3,"1Q23",1.6
"2023-03-31","AKR","Acadia Realty Trust","Real Estate",0.1,1.5,95,0.1,"1Q23",1.5
"2023-03-31","ARLO","Arlo Technologies Inc","Information Technology",0.3,1.5,91,0.3,"1Q23",1.5
"2023-03-31","EBIX","Ebix Inc","Information Technology",0.1,1.5,31,0.3,"1Q23",1.5
"2023-03-31","EHAB","Enhabit Inc","Health Care",0.1,1.5,50,0.2,"1Q23",1.5
"2023-03-31","PEB","Pebblebrook Hotel Trust","Real Estate",0.1,1.5,124,0.1,"1Q23",1.5
"2023-03-31","RGNX","Regenxbio Inc","Health Care",0.1,1.5,43,0.2,"1Q23",1.5
"2023-03-31","RUTH","Ruth's Hospitality Group Inc","Consumer Discretionary",0.1,1.5,33,0.3,"1Q23",1.5
"2023-03-31","STKS","One Group Hospitality Inc","Consumer Discretionary",0.2,1.5,32,0.6,"1Q23",1.5
"2023-03-31","TILE","Interface Inc","Industrials",0.2,1.5,58,0.3,"1Q23",1.5
"2023-03-31","HPP","Hudson Pacific Properties Inc","Real Estate",0.2,1.4,141,0.1,"1Q23",1.4
"2023-03-31","PRTS","Carparts.Com Inc","Consumer Discretionary",0.2,1.4,56,0.4,"1Q23",1.4
"2023-03-31","SPWH","Sportsmans Warehouse Holdings Inc","Consumer Discretionary",0.2,1.4,38,0.5,"1Q23",1.4
"2023-03-31","URBN","Urban Outfitters Inc","Consumer Discretionary",0.1,1.4,93,0.1,"1Q23",1.4
"2023-03-31","WSR","Whitestone REIT","Real Estate",0.1,1.4,49,0.2,"1Q23",1.4
"2023-03-31","ZIMV","ZimVie Inc","Health Care",0.2,1.4,26,0.8,"1Q23",1.4
"2023-03-31","AORT","Artivion Inc","Health Care",0.1,1.3,42,0.2,"1Q23",1.3
"2023-03-31","DENN","Denny's Corp","Consumer Discretionary",0.1,1.3,57,0.2,"1Q23",1.3
"2023-03-31","EBS","Emergent BioSolutions Inc","Health Care",0.1,1.3,50,0.2,"1Q23",1.3
"2023-03-31","ESTE","Earthstone Energy Inc","Energy",0.1,1.3,141,0.1,"1Q23",1.3
"2023-03-31","HBNC","Horizon Bancorp Inc","Financials",0.1,1.3,44,0.2,"1Q23",1.3
"2023-03-31","MERC","Mercer International Inc","Materials",0.1,1.3,66,0.2,"1Q23",1.3
"2023-03-31","RGP","Resources Connection Inc","Industrials",0.1,1.3,34,0.3,"1Q23",1.3
"2023-03-31","RRGB","Red Robin Gourmet Burgers Inc","Consumer Discretionary",0.1,1.3,16,0.6,"1Q23",1.3
"2023-03-31","WOW","WideOpenWest Inc","Communication Services",0.1,1.3,86,0.1,"1Q23",1.3
"2023-03-31","CRGY","Crescent Energy Co","Energy",0.1,1.2,167,0.1,"1Q23",1.2
"2023-03-31","DSEY","Diversey Holdings Ltd","Materials",0.2,1.2,325,0.1,"1Q23",1.2
"2023-03-31","EGO","Eldorado Gold Corp","Materials",0.1,1.2,185,0.1,"1Q23",1.2
"2023-03-31","SFNC","Simmons First National Corp","Financials",0.1,1.2,127,0.1,"1Q23",1.2
"2023-03-31","SKWD","Skyward Specialty Insurance Group Inc","Financials",0.1,1.2,38,0.3,"1Q23",1.2
"2023-03-31","AHH","Armada Hoffler Properties Inc","Real Estate",0.1,1.1,88,0.1,"1Q23",1.1
"2023-03-31","BGFV","Big 5 Sporting Goods Corp","Consumer Discretionary",0.1,1.1,22,0.5,"1Q23",1.1
"2023-03-31","FGEN","FibroGen Inc","Health Care",0.1,1.1,94,0.1,"1Q23",1.1
"2023-03-31","ORGO","Organogenesis Holdings Inc","Health Care",0.5,1.1,131,0.4,"1Q23",1.1
"2023-03-31","RBBN","Ribbon Communications Inc","Information Technology",0.3,1.1,169,0.2,"1Q23",1.1
"2023-03-31","USM","United States Cellular Corp","Communication Services",0.1,1.1,85,0.1,"1Q23",1.1
"2023-03-31","YEXT","Yext Inc","Information Technology",0.1,1.1,124,0.1,"1Q23",1.1
"2023-03-31","FBP","First Bancorp","Financials",0.1,1,180,0.1,"1Q23",1
"2023-03-31","FLWS","1-800-Flowers.Com Inc","Consumer Discretionary",0.1,1,65,0.2,"1Q23",1
"2023-03-31","HOUS","Anywhere Real Estate Inc","Real Estate",0.2,1,110,0.2,"1Q23",1
"2023-03-31","LPG","Dorian LPG Ltd","Energy",0.1,1,40,0.2,"1Q23",1
"2023-03-31","NGVC","Natural Grocers By Vitamin Cottage Inc","Consumer Staples",0.1,1,23,0.4,"1Q23",1
"2023-03-31","SOI","Solaris Oilfield Infrastructure Inc","Energy",0.1,1,47,0.2,"1Q23",1
"2023-03-31","SWI","SolarWinds Corp","Information Technology",0.1,1,164,0.1,"1Q23",1
"2023-03-31","ASRT","Assertio Holdings Inc","Health Care",0.2,0.9,56,0.4,"1Q23",0.9
"2023-03-31","BWAY","Brainsway Ltd","Health Care",0.4,0.9,33,1.2,"1Q23",0.9
"2023-03-31","CLAR","Clarus Corp","Consumer Discretionary",0.1,0.9,37,0.3,"1Q23",0.9
"2023-03-31","EBMT","Eagle Bancorp Montana Inc","Financials",0.1,0.9,8,1.2,"1Q23",0.9
"2023-03-31","ESRT","Empire State Realty Trust Inc","Real Estate",0.1,0.9,161,0.1,"1Q23",0.9
"2023-03-31","LL","LL Flooring Holdings Inc","Consumer Discretionary",0.2,0.9,31,0.6,"1Q23",0.9
"2023-03-31","MRAM","Everspin Technologies Inc","Information Technology",0.1,0.9,21,0.5,"1Q23",0.9
"2023-03-31","PFMT","Performant Financial Corp","Industrials",0.3,0.9,76,0.4,"1Q23",0.9
"2023-03-31","QNST","Quinstreet Inc","Communication Services",0.1,0.9,54,0.2,"1Q23",0.9
"2023-03-31","AAN","Aaron's Company Inc","Consumer Discretionary",0.1,0.8,31,0.3,"1Q23",0.8
"2023-03-31","AXL","American Axle & Manufacturing Holdings Inc","Consumer Discretionary",0.1,0.8,117,0.1,"1Q23",0.8
"2023-03-31","CHRS","Coherus BioSciences Inc","Health Care",0.1,0.8,80,0.1,"1Q23",0.8
"2023-03-31","NDLS","Noodles & Co","Consumer Discretionary",0.1,0.8,46,0.2,"1Q23",0.8
"2023-03-31","STIM","Neuronetics Inc","Health Care",0.2,0.8,28,0.7,"1Q23",0.8
"2023-03-31","TLS","Telos Corp","Information Technology",0.2,0.8,69,0.3,"1Q23",0.8
"2023-03-31","AIRG","Airgain Inc","Information Technology",0.1,0.7,10,1,"1Q23",0.7
"2023-03-31","INN","Summit Hotel Properties Inc","Real Estate",0.1,0.7,107,0.1,"1Q23",0.7
"2023-03-31","LTRX","Lantronix Inc","Information Technology",0.2,0.7,37,0.5,"1Q23",0.7
"2023-03-31","OIS","Oil States International Inc","Energy",0.1,0.7,64,0.2,"1Q23",0.7
"2023-03-31","PRCH","Porch Group Inc","Information Technology",0.3,0.7,97,0.3,"1Q23",0.7
"2023-03-31","PRDO","Perdoceo Education Corp","Consumer Discretionary",0.1,0.7,67,0.1,"1Q23",0.7
"2023-03-31","SCWX","SecureWorks Corp","Information Technology",0.1,0.7,86,0.1,"1Q23",0.7
"2023-03-31","STKL","Sunopta Inc","Consumer Staples",0.1,0.7,115,0.1,"1Q23",0.7
"2023-03-31","TBLA","Taboola.com Ltd","Communication Services",0.2,0.7,298,0.1,"1Q23",0.7
"2023-03-31","ARAY","Accuray Inc","Health Care",0.2,0.6,95,0.2,"1Q23",0.6
"2023-03-31","EVC","Entravision Communications Corp","Communication Services",0.1,0.6,88,0.1,"1Q23",0.6
"2023-03-31","GHLD","Guild Holdings Co","Financials",0.1,0.6,61,0.2,"1Q23",0.6
"2023-03-31","HT","Hersha Hospitality Trust","Real Estate",0.1,0.6,40,0.2,"1Q23",0.6
"2023-03-31","NYMT","New York Mortgage Trust Inc","Financials",0.1,0.6,91,0.1,"1Q23",0.6
"2023-03-31","SNPO","Snap One Holdings Corp","Consumer Discretionary",0.1,0.6,76,0.1,"1Q23",0.6
"2023-03-31","TPC","Tutor Perini Corp","Industrials",0.1,0.6,52,0.2,"1Q23",0.6
"2023-03-31","GPMT","Granite Point Mortgage Trust Inc","Financials",0.1,0.5,52,0.2,"1Q23",0.5
"2023-03-31","LNSR","LENSAR Inc","Health Care",0.2,0.5,11,1.8,"1Q23",0.5
"2023-03-31","HSC","Harsco Corp","Industrials",0.1,0.4,80,0.1,"1Q23",0.4
"2023-03-31","RGF","Real Good Food Company Inc","Consumer Staples",0.1,0.4,26,0.4,"1Q23",0.4
"2023-03-31","SCTL","Societal CDMO Inc","Health Care",0.3,0.4,85,0.4,"1Q23",0.4
"2023-03-31","APRN","Blue Apron Holdings Inc","Consumer Staples",0.3,0.3,70,0.4,"1Q23",0.3
"2023-03-31","AZRE","Azure Power Global Ltd","Utilities",0.1,0.3,64,0.2,"1Q23",0.3
"2023-03-31","CDXC","Chromadex Corp","Health Care",0.2,0.3,75,0.3,"1Q23",0.3
"2023-03-31","DOUG","Douglas Elliman Inc","Real Estate",0.1,0.3,84,0.1,"1Q23",0.3
"2023-03-31","GBIO","Generation Bio Co","Health Care",0.1,0.3,60,0.2,"1Q23",0.3
"2023-03-31","MNTX","Manitex International Inc","Industrials",0.1,0.3,20,0.5,"1Q23",0.3
"2023-03-31","AP","Ampco-Pittsburgh Corp","Materials",0.1,0.2,19,0.5,"1Q23",0.2
"2023-03-31","EXK","Endeavour Silver Corp","Materials",0.1,0.2,191,0.1,"1Q23",0.2
"2023-03-31","SNCR","Synchronoss Technologies Inc","Information Technology",0.2,0.2,91,0.2,"1Q23",0.2
"2023-03-31","USX","US Xpress Enterprises Inc","Industrials",0.1,0.2,53,0.2,"1Q23",0.2
"2023-03-31","XELA","Exela Technologies Inc","Industrials",3,0.2,1274,0.2,"1Q23",0.2
"2023-03-31","EVLO","Evelo Biosciences Inc","Health Care",0.1,0.1,111,0.1,"1Q23",0.1
"2023-03-31","RGS","Regis Corp","Consumer Discretionary",0.1,0.1,46,0.2,"1Q23",0.1
"2023-03-31","STCN","Steel Connect Inc","Industrials",0.1,0.1,61,0.2,"1Q23",0.1
